Date,Months,Year,Product,Brand,Size,Quantity Sold,Unit Price(in Rupees),Margin (%),Profit(in Rupees),Net Profit(in Rupees),Total Revenue(in Rupees),Tax (GST % ),Tax Amount(in Rupees),Net Tax,Stock Availability,Dealer Location
30-06-2023,June,2023,Flats,Nike,10,23,13905,0.15,2086,47972,271840,0.12,1669,38377,191,Haryana
30-06-2023,June,2023,Sneakers,Bata,6,16,3018,0.3,905,14484,33797,0.12,362,5794,133,Mumbai
30-06-2023,June,2023,Sandals,Bata,7,26,1829,0.3,549,14270,33297,0.12,220,5708,168,Delhi
30-06-2023,June,2023,Sneakers,Nike,10,39,7574,0.15,1136,44307,251074,0.12,909,35446,152,Mumbai
30-06-2023,June,2023,Heels,Adidas,8,12,2086,0.15,313,3755,21276,0.12,250,3004,84,Delhi
30-06-2023,June,2023,Sandals,Paragon,10,39,1712,0.4,685,26706,40058,0.12,205,8012,71,Delhi
30-06-2023,June,2023,Flats,Paragon,7,38,851,0.4,340,12930,19394,0.12,102,3879,91,Delhi
30-06-2023,June,2023,Sneakers,Nike,9,16,5127,0.15,769,12304,69725,0.12,615,9844,186,Delhi
30-06-2023,June,2023,Flats,Bata,7,14,3686,0.3,1106,15479,36119,0.12,442,6192,119,Delhi
01-07-2023,July,2023,Sandals,Bata,7,23,3858,0.3,1157,26618,62108,0.12,463,10647,186,Pune
01-07-2023,July,2023,Boots,Bata,10,13,4346,0.3,1304,16949,39549,0.12,522,6780,76,Pune
01-07-2023,July,2023,Sandals,Paragon,8,38,631,0.4,252,9592,14388,0.12,76,2877,62,Delhi
01-07-2023,July,2023,Flats,Bata,11,22,4715,0.3,1415,31121,72615,0.12,566,12448,111,Mumbai
01-07-2023,July,2023,Boots,Nike,6,36,3335,0.15,500,18011,102061,0.12,400,14409,136,Delhi
01-07-2023,July,2023,Heels,Adidas,10,14,3765,0.15,565,7906,44798,0.12,452,6324,92,Delhi
01-07-2023,July,2023,Flats,Adidas,6,36,6100,0.15,915,32940,186660,0.12,732,26352,132,Mumbai
01-07-2023,July,2023,Flats,Paragon,7,49,1018,0.4,407,19949,29923,0.12,122,5985,151,Pune
01-07-2023,July,2023,Sandals,Nike,7,23,4271,0.15,641,14734,83491,0.12,512,11787,94,Mumbai
01-07-2023,July,2023,Sneakers,Bata,10,30,1048,0.3,314,9431,22006,0.12,126,3772,167,Delhi
02-07-2023,July,2023,Sneakers,Paragon,8,49,1422,0.4,569,27880,41820,0.12,171,8364,105,Delhi
02-07-2023,July,2023,Sandals,Reebok,11,48,4997,0.2,999,47976,191903,0.12,600,28786,187,Delhi
02-07-2023,July,2023,Flats,Paragon,7,26,2898,0.4,1159,30135,45202,0.12,348,9040,133,Pune
02-07-2023,July,2023,Flats,Paragon,8,18,1330,0.4,532,9577,14365,0.12,160,2873,131,Pune
02-07-2023,July,2023,Heels,Paragon,9,14,1338,0.4,535,7491,11237,0.12,161,2247,199,Pune
02-07-2023,July,2023,Sandals,Bata,9,50,3967,0.3,1190,59509,138854,0.12,476,23804,200,Pune
02-07-2023,July,2023,Flats,Nike,7,11,10396,0.15,1559,17154,97204,0.12,1248,13723,129,Delhi
02-07-2023,July,2023,Boots,Paragon,8,25,2049,0.4,820,20494,30741,0.12,246,6148,85,Delhi
02-07-2023,July,2023,Sandals,Liberty,8,22,879,0.4,352,7737,11605,0.12,106,2321,59,Delhi
02-07-2023,July,2023,Boots,Paragon,9,38,2348,0.4,939,35692,53537,0.12,282,10708,84,Mumbai
02-07-2023,July,2023,Sandals,Bata,10,12,3083,0.3,925,11101,25901,0.12,370,4440,123,Haryana
02-07-2023,July,2023,Flats,Nike,7,31,7113,0.15,1067,33074,187421,0.12,854,26459,188,Delhi
03-07-2023,July,2023,Flats,Puma,10,24,4844,0.2,969,23253,93012,0.12,581,13952,183,Mumbai
03-07-2023,July,2023,Sandals,Adidas,8,50,2048,0.15,307,15362,87054,0.12,246,12290,67,Haryana
03-07-2023,July,2023,Boots,Nike,10,19,14259,0.15,2139,40639,230288,0.12,1711,32511,73,Delhi
03-07-2023,July,2023,Sneakers,Paragon,9,23,1091,0.4,436,10035,15053,0.12,131,3010,159,Delhi
04-07-2023,July,2023,Sandals,Reebok,7,22,3470,0.2,694,15266,61064,0.12,416,9160,113,Delhi
04-07-2023,July,2023,Sandals,Reebok,9,38,7806,0.2,1561,59328,237313,0.12,937,35597,119,Delhi
04-07-2023,July,2023,Heels,Liberty,6,33,1496,0.4,598,19742,29613,0.12,179,5923,170,Delhi
04-07-2023,July,2023,Sandals,Bata,9,49,3940,0.3,1182,57914,135132,0.12,473,23166,89,Mumbai
04-07-2023,July,2023,Heels,Liberty,6,34,1568,0.4,627,21332,31997,0.12,188,6399,126,Delhi
04-07-2023,July,2023,Flats,Paragon,7,45,2317,0.4,927,41699,62549,0.12,278,12510,147,Delhi
04-07-2023,July,2023,Sandals,Reebok,8,28,4251,0.2,850,23805,95220,0.12,510,14283,173,Pune
04-07-2023,July,2023,Sneakers,Bata,7,40,1783,0.3,535,21394,49920,0.12,214,8558,51,Delhi
04-07-2023,July,2023,Sneakers,Woodland,10,33,4949,0.2,990,32661,130646,0.12,594,19597,151,Haryana
05-07-2023,July,2023,Sandals,Liberty,8,47,678,0.4,271,12748,19122,0.12,81,3824,81,Delhi
05-07-2023,July,2023,Sandals,Paragon,7,22,2407,0.4,963,21185,31777,0.12,289,6356,139,Delhi
05-07-2023,July,2023,Flats,Paragon,9,50,2221,0.4,888,44424,66636,0.12,267,13328,64,Mumbai
05-07-2023,July,2023,Flats,Bata,8,25,1969,0.3,591,14770,34465,0.12,236,5908,142,Delhi
05-07-2023,July,2023,Flats,Paragon,10,11,2244,0.4,897,9872,14808,0.12,269,2962,87,Pune
05-07-2023,July,2023,Sandals,Paragon,8,19,1136,0.4,454,8632,12947,0.12,136,2590,198,Pune
06-07-2023,July,2023,Sneakers,Nike,11,15,10733,0.15,1610,24149,136843,0.12,1288,19319,151,Mumbai
06-07-2023,July,2023,Flats,Paragon,6,43,2775,0.4,1110,47728,71592,0.12,333,14318,92,Haryana
06-07-2023,July,2023,Heels,Bata,8,29,3003,0.3,901,26123,60952,0.12,360,10449,147,Pune
06-07-2023,July,2023,Flats,Reebok,10,36,6515,0.2,1303,46906,187626,0.12,782,28144,72,Mumbai
06-07-2023,July,2023,Sneakers,Paragon,9,32,2536,0.4,1014,32455,48683,0.12,304,9737,103,Delhi
07-07-2023,July,2023,Sandals,Paragon,8,10,2968,0.4,1187,11870,17805,0.12,356,3561,50,Haryana
07-07-2023,July,2023,Sneakers,Nike,11,36,9300,0.15,1395,50217,284566,0.12,1116,40174,123,Pune
07-07-2023,July,2023,Flats,Bata,7,21,2499,0.3,750,15741,36730,0.12,300,6296,84,Mumbai
07-07-2023,July,2023,Boots,Liberty,7,42,2871,0.4,1148,48236,72355,0.12,345,14471,195,Haryana
07-07-2023,July,2023,Heels,Adidas,7,22,2472,0.15,371,8157,46224,0.12,297,6526,99,Delhi
07-07-2023,July,2023,Sandals,Bata,8,50,4652,0.3,1396,69778,162816,0.12,558,27912,92,Delhi
07-07-2023,July,2023,Sneakers,Reebok,6,34,2748,0.2,550,18687,74748,0.12,330,11212,137,Delhi
07-07-2023,July,2023,Sneakers,Paragon,7,40,1713,0.4,685,27408,41112,0.12,206,8222,75,Mumbai
07-07-2023,July,2023,Sneakers,Nike,8,10,10984,0.15,1648,16476,93363,0.12,1318,13181,74,Delhi
07-07-2023,July,2023,Boots,Woodland,6,34,5618,0.2,1124,38202,152807,0.12,674,22921,118,Mumbai
08-07-2023,July,2023,Sandals,Metro,8,48,2718,0.3,815,39136,91319,0.12,326,15655,137,Mumbai
08-07-2023,July,2023,Sandals,Puma,8,35,3581,0.2,716,25070,100279,0.12,430,15042,141,Delhi
08-07-2023,July,2023,Heels,Bata,7,10,2828,0.3,848,8483,19794,0.12,339,3393,152,Mumbai
08-07-2023,July,2023,Flats,Adidas,6,48,2983,0.15,447,21479,121713,0.12,358,17183,121,Pune
08-07-2023,July,2023,Flats,Metro,7,33,2808,0.3,842,27796,64857,0.12,337,11118,171,Pune
08-07-2023,July,2023,Flats,Bata,10,22,1013,0.3,304,6683,15593,0.12,122,2673,132,Pune
08-07-2023,July,2023,Sneakers,Paragon,8,12,2924,0.4,1170,14035,21053,0.12,351,4211,133,Mumbai
08-07-2023,July,2023,Flats,Bata,7,48,2938,0.3,881,42309,98722,0.12,353,16924,70,Mumbai
08-07-2023,July,2023,Sandals,Bata,9,16,3937,0.3,1181,18898,44096,0.12,472,7559,99,Mumbai
08-07-2023,July,2023,Flats,Adidas,9,46,8279,0.15,1242,57125,323705,0.12,993,45700,179,Mumbai
08-07-2023,July,2023,Sneakers,Adidas,9,15,4411,0.15,662,9924,56238,0.12,529,7939,190,Pune
09-07-2023,July,2023,Sneakers,Bata,7,40,3651,0.3,1095,43807,102216,0.12,438,17523,112,Delhi
09-07-2023,July,2023,Boots,Adidas,11,15,2844,0.15,427,6398,36258,0.12,341,5119,57,Mumbai
09-07-2023,July,2023,Sneakers,Bata,8,27,1882,0.3,564,15240,35560,0.12,226,6096,171,Delhi
09-07-2023,July,2023,Flats,Nike,10,18,14073,0.15,2111,37997,215314,0.12,1689,30397,175,Pune
09-07-2023,July,2023,Sneakers,Paragon,8,24,2829,0.4,1132,27163,40744,0.12,340,8149,66,Mumbai
09-07-2023,July,2023,Flats,Bata,8,34,3616,0.3,1085,36880,86053,0.12,434,14752,161,Pune
09-07-2023,July,2023,Flats,Puma,7,26,2136,0.2,427,11109,44435,0.12,256,6665,78,Delhi
09-07-2023,July,2023,Sneakers,Bata,10,47,4749,0.3,1425,66959,156237,0.12,570,26783,79,Mumbai
09-07-2023,July,2023,Flats,Bata,7,30,4816,0.3,1445,43346,101142,0.12,578,17338,50,Pune
09-07-2023,July,2023,Sandals,Nike,9,44,5278,0.15,792,34837,197408,0.12,633,27869,158,Mumbai
09-07-2023,July,2023,Sandals,Metro,8,18,3079,0.3,924,16627,38796,0.12,369,6651,106,Pune
09-07-2023,July,2023,Sneakers,Bata,6,44,4409,0.3,1323,58205,135811,0.12,529,23282,87,Mumbai
09-07-2023,July,2023,Heels,Reebok,7,41,6080,0.2,1216,49855,199420,0.12,730,29913,122,Delhi
10-07-2023,July,2023,Flats,Paragon,10,12,1997,0.4,799,9587,14380,0.12,240,2876,178,Mumbai
10-07-2023,July,2023,Flats,Nike,8,46,8739,0.15,1311,60302,341710,0.12,1049,48242,176,Delhi
10-07-2023,July,2023,Sandals,Paragon,8,13,2953,0.4,1181,15355,23032,0.12,354,4606,89,Mumbai
10-07-2023,July,2023,Heels,Paragon,7,24,2251,0.4,900,21610,32415,0.12,270,6483,95,Delhi
10-07-2023,July,2023,Heels,Liberty,10,35,1248,0.4,499,17468,26203,0.12,150,5241,90,Pune
11-07-2023,July,2023,Flats,Bata,8,37,3712,0.3,1113,41199,96130,0.12,445,16479,150,Mumbai
11-07-2023,July,2023,Sandals,Nike,9,28,6388,0.15,958,26831,152043,0.12,767,21465,190,Delhi
11-07-2023,July,2023,Sandals,Nike,7,30,12027,0.15,1804,54122,306694,0.12,1443,43298,63,Pune
11-07-2023,July,2023,Heels,Paragon,8,39,2137,0.4,855,33331,49996,0.12,256,9999,85,Pune
11-07-2023,July,2023,Sandals,Paragon,9,28,2743,0.4,1097,30722,46083,0.12,329,9217,105,Delhi
11-07-2023,July,2023,Flats,Paragon,7,10,1406,0.4,562,5622,8433,0.12,169,1687,76,Pune
11-07-2023,July,2023,Flats,Adidas,8,37,7436,0.15,1115,41267,233849,0.12,892,33014,64,Delhi
12-07-2023,July,2023,Sandals,Liberty,7,13,793,0.4,317,4126,6188,0.12,95,1238,136,Pune
12-07-2023,July,2023,Flats,Bata,7,50,3890,0.3,1167,58353,136157,0.12,467,23341,58,Delhi
12-07-2023,July,2023,Sneakers,Puma,8,41,3165,0.2,633,25951,103805,0.12,380,15571,94,Pune
12-07-2023,July,2023,Flats,Paragon,8,15,2444,0.4,978,14666,21999,0.12,293,4400,147,Pune
13-07-2023,July,2023,Flats,Paragon,8,33,529,0.4,212,6983,10475,0.12,63,2095,71,Delhi
13-07-2023,July,2023,Sneakers,Liberty,10,42,1062,0.4,425,17847,26771,0.12,127,5354,196,Pune
13-07-2023,July,2023,Flats,Liberty,8,16,2486,0.4,994,15909,23864,0.12,298,4773,148,Delhi
13-07-2023,July,2023,Sandals,Paragon,10,37,1246,0.4,498,18439,27659,0.12,150,5532,75,Delhi
13-07-2023,July,2023,Sandals,Nike,10,44,5219,0.15,783,34443,195179,0.12,626,27555,55,Mumbai
13-07-2023,July,2023,Sandals,Paragon,9,43,1721,0.4,689,29608,44413,0.12,207,8883,199,Pune
14-07-2023,July,2023,Flats,Paragon,7,23,2914,0.4,1166,26811,40216,0.12,350,8043,96,Delhi
14-07-2023,July,2023,Heels,Paragon,10,21,513,0.4,205,4312,6468,0.12,62,1294,130,Haryana
14-07-2023,July,2023,Sneakers,Nike,7,46,5475,0.15,821,37776,214063,0.12,657,30221,72,Delhi
14-07-2023,July,2023,Flats,Sketchers,11,12,1881,0.25,470,5642,16927,0.12,226,2708,179,Delhi
14-07-2023,July,2023,Sandals,Bata,9,20,2692,0.3,808,16153,37691,0.12,323,6461,50,Pune
14-07-2023,July,2023,Boots,Reebok,6,43,7428,0.2,1486,63878,255514,0.12,891,38327,186,Mumbai
14-07-2023,July,2023,Sandals,Adidas,9,41,7561,0.15,1134,46499,263494,0.12,907,37199,140,Pune
14-07-2023,July,2023,Flats,Paragon,9,23,2220,0.4,888,20422,30634,0.12,266,6127,61,Pune
14-07-2023,July,2023,Boots,Nike,7,19,6597,0.15,989,18800,106534,0.12,792,15040,84,Delhi
14-07-2023,July,2023,Flats,Paragon,7,47,1398,0.4,559,26276,39414,0.12,168,7883,158,Delhi
15-07-2023,July,2023,Flats,Sketchers,8,34,4424,0.25,1106,37604,112811,0.12,531,18050,152,Delhi
15-07-2023,July,2023,Sandals,Nike,8,37,14282,0.15,2142,79267,449181,0.12,1714,63414,187,Delhi
15-07-2023,July,2023,Boots,Nike,10,27,14944,0.15,2242,60525,342972,0.12,1793,48420,99,Mumbai
15-07-2023,July,2023,Flats,Bata,9,42,3420,0.3,1026,43089,100542,0.12,410,17236,89,Haryana
15-07-2023,July,2023,Sandals,Bata,8,11,4856,0.3,1457,16025,37392,0.12,583,6410,69,Delhi
15-07-2023,July,2023,Sandals,Nike,9,17,11208,0.15,1681,28580,161952,0.12,1345,22864,66,Haryana
15-07-2023,July,2023,Sandals,Paragon,6,33,2773,0.4,1109,36605,54908,0.12,333,10981,119,Mumbai
15-07-2023,July,2023,Sneakers,Puma,8,10,2039,0.2,408,4077,16310,0.12,245,2446,146,Delhi
15-07-2023,July,2023,Sneakers,Nike,7,43,11740,0.15,1761,75723,429094,0.12,1409,60578,200,Mumbai
15-07-2023,July,2023,Heels,Liberty,7,43,1372,0.4,549,23603,35404,0.12,165,7081,122,Pune
16-07-2023,July,2023,Sandals,Paragon,7,13,927,0.4,371,4820,7230,0.12,111,1446,149,Mumbai
16-07-2023,July,2023,Sneakers,Bata,10,44,3207,0.3,962,42328,98766,0.12,385,16931,172,Mumbai
16-07-2023,July,2023,Flats,Adidas,8,10,7493,0.15,1124,11240,63693,0.12,899,8992,89,Mumbai
16-07-2023,July,2023,Flats,Adidas,7,34,6540,0.15,981,33356,189020,0.12,785,26685,63,Delhi
16-07-2023,July,2023,Flats,Paragon,8,25,2196,0.4,878,21956,32933,0.12,263,6586,167,Haryana
16-07-2023,July,2023,Sneakers,Bata,8,39,3009,0.3,903,35205,82143,0.12,361,14082,159,Delhi
16-07-2023,July,2023,Flats,Paragon,7,29,2089,0.4,836,24234,36350,0.12,251,7270,128,Delhi
16-07-2023,July,2023,Sandals,Metro,8,15,3539,0.3,1062,15924,37156,0.12,425,6370,111,Delhi
16-07-2023,July,2023,Sneakers,Adidas,9,13,2677,0.15,402,5220,29577,0.12,321,4176,191,Mumbai
16-07-2023,July,2023,Sandals,Nike,8,42,14189,0.15,2128,89393,506558,0.12,1703,71514,172,Delhi
16-07-2023,July,2023,Sandals,Woodland,10,44,6187,0.2,1237,54448,217793,0.12,742,32669,53,Mumbai
16-07-2023,July,2023,Flats,Adidas,10,10,7713,0.15,1157,11570,65563,0.12,926,9256,186,Mumbai
16-07-2023,July,2023,Flats,Bata,7,43,3736,0.3,1121,48198,112463,0.12,448,19279,164,Delhi
16-07-2023,July,2023,Sneakers,Paragon,11,43,2760,0.4,1104,47463,71195,0.12,331,14239,69,Delhi
17-07-2023,July,2023,Heels,Adidas,9,32,9620,0.15,1443,46175,261660,0.12,1154,36940,176,Haryana
17-07-2023,July,2023,Sandals,Adidas,8,17,4704,0.15,706,11994,67968,0.12,564,9595,113,Pune
17-07-2023,July,2023,Heels,Paragon,11,17,1225,0.4,490,8331,12497,0.12,147,2499,125,Haryana
17-07-2023,July,2023,Sandals,Adidas,6,50,6551,0.15,983,49130,278406,0.12,786,39304,128,Delhi
17-07-2023,July,2023,Flats,Woodland,6,39,7355,0.2,1471,57369,229475,0.12,883,34421,64,Haryana
17-07-2023,July,2023,Sandals,Nike,9,39,6943,0.15,1041,40614,230148,0.12,833,32491,77,Mumbai
18-07-2023,July,2023,Sandals,Paragon,7,35,1386,0.4,555,19409,29113,0.12,166,5823,160,Delhi
18-07-2023,July,2023,Sandals,Adidas,6,43,6115,0.15,917,39439,223487,0.12,734,31551,155,Delhi
18-07-2023,July,2023,Sneakers,Liberty,6,19,2424,0.4,969,18420,27629,0.12,291,5526,107,Delhi
18-07-2023,July,2023,Sandals,Bata,8,29,2458,0.3,737,21384,49897,0.12,295,8554,187,Delhi
18-07-2023,July,2023,Flats,Sketchers,7,38,4453,0.25,1113,42306,126918,0.12,534,20307,91,Haryana
18-07-2023,July,2023,Sneakers,Bata,10,37,1023,0.3,307,11358,26502,0.12,123,4543,100,Mumbai
18-07-2023,July,2023,Sneakers,Adidas,8,12,3069,0.15,460,5525,31308,0.12,368,4420,134,Haryana
19-07-2023,July,2023,Sneakers,Paragon,7,40,2899,0.4,1160,46388,69582,0.12,348,13916,80,Delhi
19-07-2023,July,2023,Sandals,Liberty,9,41,2500,0.4,1000,40993,61489,0.12,300,12298,82,Mumbai
19-07-2023,July,2023,Sandals,Metro,11,35,3007,0.3,902,31578,73682,0.12,361,12631,149,Mumbai
19-07-2023,July,2023,Sneakers,Nike,7,11,4513,0.15,677,7447,42201,0.12,542,5958,178,Mumbai
20-07-2023,July,2023,Flats,Paragon,7,13,2196,0.4,878,11418,17127,0.12,263,3425,159,Mumbai
20-07-2023,July,2023,Flats,Paragon,6,37,1700,0.4,680,25167,37751,0.12,204,7550,174,Mumbai
20-07-2023,July,2023,Sneakers,Metro,8,25,3470,0.3,1041,26028,60733,0.12,416,10411,180,Mumbai
20-07-2023,July,2023,Sneakers,Puma,8,17,6253,0.2,1251,21260,85040,0.12,750,12756,113,Mumbai
21-07-2023,July,2023,Heels,Bata,7,40,3826,0.3,1148,45910,107124,0.12,459,18364,178,Delhi
21-07-2023,July,2023,Flats,Adidas,7,47,7031,0.15,1055,49570,280899,0.12,844,39656,108,Delhi
21-07-2023,July,2023,Sneakers,Adidas,8,12,4191,0.15,629,7544,42747,0.12,503,6035,87,Delhi
21-07-2023,July,2023,Sandals,Nike,9,22,4091,0.15,614,13501,76506,0.12,491,10801,147,Delhi
21-07-2023,July,2023,Sandals,Woodland,8,50,7881,0.2,1576,78808,315230,0.12,946,47284,136,Delhi
21-07-2023,July,2023,Sandals,Liberty,6,42,1568,0.4,627,26337,39506,0.12,188,7901,127,Delhi
21-07-2023,July,2023,Sneakers,Sketchers,8,27,5743,0.25,1436,38768,116306,0.12,689,18609,157,Mumbai
21-07-2023,July,2023,Boots,Bata,6,21,1164,0.3,349,7330,17104,0.12,140,2932,132,Delhi
21-07-2023,July,2023,Boots,Reebok,9,27,7451,0.2,1490,40235,160939,0.12,894,24141,160,Delhi
21-07-2023,July,2023,Sneakers,Sketchers,9,33,3004,0.25,751,24785,74356,0.12,361,11897,74,Delhi
22-07-2023,July,2023,Sneakers,Paragon,9,18,1328,0.4,531,9562,14343,0.12,159,2868,142,Mumbai
22-07-2023,July,2023,Flats,Metro,9,43,3419,0.3,1026,44103,102908,0.12,410,17641,120,Delhi
22-07-2023,July,2023,Boots,Paragon,8,15,2718,0.4,1087,16308,24462,0.12,326,4892,80,Delhi
22-07-2023,July,2023,Sneakers,Paragon,10,22,982,0.4,393,8644,12967,0.12,118,2593,75,Haryana
22-07-2023,July,2023,Sneakers,Paragon,9,31,1254,0.4,501,15546,23319,0.12,150,4664,101,Haryana
22-07-2023,July,2023,Flats,Paragon,7,12,820,0.4,328,3934,5901,0.12,98,1180,190,Haryana
22-07-2023,July,2023,Flats,Sketchers,11,45,5888,0.25,1472,66241,198722,0.12,707,31796,164,Mumbai
22-07-2023,July,2023,Flats,Paragon,7,37,669,0.4,268,9905,14858,0.12,80,2971,184,Haryana
22-07-2023,July,2023,Flats,Nike,7,48,6290,0.15,943,45287,256623,0.12,755,36229,124,Delhi
22-07-2023,July,2023,Sneakers,Paragon,6,22,2352,0.4,941,20696,31044,0.12,282,6209,176,Mumbai
22-07-2023,July,2023,Flats,Paragon,9,14,914,0.4,366,5117,7676,0.12,110,1535,180,Mumbai
22-07-2023,July,2023,Sandals,Paragon,11,34,1502,0.4,601,20429,30643,0.12,180,6128,102,Delhi
23-07-2023,July,2023,Sneakers,Adidas,9,23,6737,0.15,1011,23242,131707,0.12,808,18594,181,Delhi
23-07-2023,July,2023,Sandals,Woodland,10,43,3553,0.2,711,30556,122224,0.12,426,18333,125,Delhi
23-07-2023,July,2023,Flats,Sketchers,9,17,2270,0.25,568,9648,28942,0.12,272,4631,186,Delhi
23-07-2023,July,2023,Boots,Reebok,6,50,2889,0.2,578,28888,115554,0.12,347,17333,84,Delhi
23-07-2023,July,2023,Sandals,Nike,10,25,14874,0.15,2231,55779,316082,0.12,1785,44623,186,Delhi
23-07-2023,July,2023,Sneakers,Nike,10,32,10592,0.15,1589,50843,288108,0.12,1271,40674,133,Mumbai
23-07-2023,July,2023,Sneakers,Paragon,9,26,2305,0.4,922,23974,35961,0.12,277,7192,125,Haryana
23-07-2023,July,2023,Sandals,Nike,10,10,12887,0.15,1933,19331,109541,0.12,1546,15465,121,Delhi
23-07-2023,July,2023,Sneakers,Sketchers,6,44,4458,0.25,1114,49037,147112,0.12,535,23538,199,Mumbai
23-07-2023,July,2023,Sneakers,Paragon,10,34,2864,0.4,1146,38952,58428,0.12,344,11686,191,Delhi
23-07-2023,July,2023,Boots,Bata,7,30,2075,0.3,623,18676,43579,0.12,249,7471,151,Pune
23-07-2023,July,2023,Sneakers,Bata,7,37,2475,0.3,742,27468,64091,0.12,297,10987,73,Haryana
24-07-2023,July,2023,Sneakers,Bata,7,21,1755,0.3,527,11059,25805,0.12,211,4424,96,Haryana
24-07-2023,July,2023,Flats,Reebok,6,29,2978,0.2,596,17270,69078,0.12,357,10362,150,Delhi
24-07-2023,July,2023,Flats,Paragon,7,14,859,0.4,344,4809,7214,0.12,103,1443,112,Haryana
24-07-2023,July,2023,Sandals,Paragon,8,16,2311,0.4,924,14789,22183,0.12,277,4437,53,Delhi
24-07-2023,July,2023,Flats,Nike,8,34,3249,0.15,487,16568,93884,0.12,390,13254,61,Delhi
24-07-2023,July,2023,Sneakers,Puma,11,15,2972,0.2,594,8916,35665,0.12,357,5350,53,Pune
24-07-2023,July,2023,Flats,Nike,7,44,11834,0.15,1775,78102,442576,0.12,1420,62481,71,Mumbai
25-07-2023,July,2023,Sneakers,Liberty,11,46,2731,0.4,1092,50250,75375,0.12,328,15075,128,Delhi
25-07-2023,July,2023,Sandals,Liberty,7,25,640,0.4,256,6397,9595,0.12,77,1919,118,Mumbai
25-07-2023,July,2023,Flats,Paragon,7,11,2562,0.4,1025,11274,16911,0.12,307,3382,189,Delhi
25-07-2023,July,2023,Sandals,Nike,9,36,4702,0.15,705,25391,143882,0.12,564,20313,56,Delhi
25-07-2023,July,2023,Boots,Bata,8,19,2413,0.3,724,13755,32096,0.12,290,5502,107,Mumbai
25-07-2023,July,2023,Flats,Bata,10,17,2967,0.3,890,15133,35311,0.12,356,6053,107,Delhi
25-07-2023,July,2023,Sneakers,Reebok,8,14,5694,0.2,1139,15944,63775,0.12,683,9566,142,Delhi
26-07-2023,July,2023,Sneakers,Paragon,7,21,1572,0.4,629,13201,19802,0.12,189,3960,96,Mumbai
26-07-2023,July,2023,Flats,Bata,7,29,3499,0.3,1050,30442,71030,0.12,420,12177,139,Mumbai
26-07-2023,July,2023,Sneakers,Sketchers,9,33,5698,0.25,1424,47008,141025,0.12,684,22564,69,Mumbai
26-07-2023,July,2023,Flats,Nike,7,19,6843,0.15,1026,19503,110516,0.12,821,15602,164,Mumbai
27-07-2023,July,2023,Heels,Nike,7,46,8129,0.15,1219,56093,317861,0.12,976,44874,121,Mumbai
27-07-2023,July,2023,Sneakers,Nike,8,18,5182,0.15,777,13993,79292,0.12,622,11194,140,Mumbai
27-07-2023,July,2023,Sandals,Liberty,8,40,2234,0.4,893,35737,53605,0.12,268,10721,135,Haryana
27-07-2023,July,2023,Sneakers,Paragon,7,34,1547,0.4,619,21034,31552,0.12,186,6310,187,Haryana
27-07-2023,July,2023,Flats,Liberty,9,44,2554,0.4,1021,44942,67413,0.12,306,13482,71,Mumbai
27-07-2023,July,2023,Flats,Paragon,8,43,1945,0.4,778,33449,50173,0.12,233,10034,106,Mumbai
27-07-2023,July,2023,Flats,Nike,7,33,3034,0.15,455,15020,85115,0.12,364,12016,142,Delhi
28-07-2023,July,2023,Sandals,Adidas,7,13,9291,0.15,1394,18117,102664,0.12,1115,14494,85,Mumbai
28-07-2023,July,2023,Sandals,Bata,7,45,4887,0.3,1466,65978,153950,0.12,586,26391,112,Haryana
28-07-2023,July,2023,Boots,Puma,6,18,2145,0.2,429,7721,30885,0.12,257,4633,86,Mumbai
28-07-2023,July,2023,Sandals,Paragon,6,37,1429,0.4,572,21152,31729,0.12,172,6346,77,Mumbai
28-07-2023,July,2023,Flats,Paragon,6,40,2594,0.4,1037,41498,62246,0.12,311,12449,57,Delhi
28-07-2023,July,2023,Sneakers,Bata,7,15,1980,0.3,594,8911,20792,0.12,238,3564,195,Delhi
28-07-2023,July,2023,Heels,Bata,7,21,2879,0.3,864,18138,42322,0.12,345,7255,185,Delhi
28-07-2023,July,2023,Flats,Reebok,9,36,6335,0.2,1267,45615,182458,0.12,760,27369,53,Haryana
28-07-2023,July,2023,Sandals,Nike,7,13,13574,0.15,2036,26469,149992,0.12,1629,21175,94,Delhi
28-07-2023,July,2023,Flats,Adidas,6,35,8661,0.15,1299,45473,257678,0.12,1039,36378,166,Pune
29-07-2023,July,2023,Flats,Sketchers,9,42,2877,0.25,719,30210,90630,0.12,345,14501,158,Delhi
29-07-2023,July,2023,Sneakers,Sketchers,6,43,3199,0.25,800,34390,103168,0.12,384,16507,104,Delhi
29-07-2023,July,2023,Sandals,Paragon,6,24,1481,0.4,592,14215,21323,0.12,178,4265,193,Mumbai
29-07-2023,July,2023,Flats,Nike,10,39,8729,0.15,1309,51065,289366,0.12,1047,40852,153,Pune
29-07-2023,July,2023,Heels,Bata,7,13,4213,0.3,1264,16432,38342,0.12,506,6573,158,Pune
29-07-2023,July,2023,Boots,Sketchers,7,16,1850,0.25,463,7401,22202,0.12,222,3552,135,Pune
29-07-2023,July,2023,Sneakers,Puma,8,20,4479,0.2,896,17914,71658,0.12,537,10749,104,Delhi
29-07-2023,July,2023,Flats,Nike,11,29,5253,0.15,788,22850,129485,0.12,630,18280,58,Delhi
