Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
27-07-2023,Heels,Nike,7,46,8129.44,15%,1219.42,56093.32,317860.92,12%,975.53,44874.38,Dealer_7,121,Mumbai
27-07-2023,Sneakers,Nike,8,18,5182.47,15%,777.37,13992.66,79291.8,12%,621.9,11194.2,Dealer_3,140,Mumbai
27-07-2023,Sandals,Liberty,8,40,2233.55,40%,893.42,35736.8,53605.2,12%,268.03,10721.2,Dealer_5,135,Haryana
27-07-2023,Sneakers,Paragon,7,34,1546.65,40%,618.66,21034.44,31551.66,12%,185.6,6310.4,Dealer_4,187,Haryana
27-07-2023,Flats,Liberty,9,44,2553.51,40%,1021.4,44941.6,67412.84,12%,306.42,13482.48,Dealer_3,71,Mumbai
27-07-2023,Flats,Paragon,8,43,1944.69,40%,777.88,33448.84,50172.83,12%,233.36,10034.48,Dealer_7,106,Mumbai
27-07-2023,Flats,Nike,7,33,3034.39,15%,455.16,15020.28,85114.59,12%,364.13,12016.29,Dealer_1,142,Delhi
28-07-2023,Sandals,Adidas,7,13,9290.9,15%,1393.64,18117.32,102664.38,12%,1114.91,14493.83,Dealer_3,85,Mumbai
28-07-2023,Sandals,Bata,7,45,4887.28,30%,1466.18,65978.1,153949.5,12%,586.47,26391.15,Dealer_5,112,Haryana
28-07-2023,Boots,Puma,6,18,2144.8,20%,428.96,7721.28,30885.12,12%,257.38,4632.84,Dealer_7,86,Mumbai
28-07-2023,Sandals,Paragon,6,37,1429.21,40%,571.68,21152.16,31728.61,12%,171.51,6345.87,Dealer_7,77,Mumbai
28-07-2023,Flats,Paragon,6,40,2593.59,40%,1037.44,41497.6,62246,12%,311.23,12449.2,Dealer_2,57,Delhi
28-07-2023,Sneakers,Bata,7,15,1980.18,30%,594.05,8910.75,20791.95,12%,237.62,3564.3,Dealer_1,195,Delhi
28-07-2023,Heels,Bata,7,21,2879.06,30%,863.72,18138.12,42322.14,12%,345.49,7255.29,Dealer_2,185,Delhi
28-07-2023,Flats,Reebok,9,36,6335.34,20%,1267.07,45614.52,182457.72,12%,760.24,27368.64,Dealer_4,53,Haryana
28-07-2023,Sandals,Nike,7,13,13573.89,15%,2036.08,26469.04,149991.53,12%,1628.87,21175.31,Dealer_1,94,Delhi
28-07-2023,Flats,Adidas,6,35,8661.44,15%,1299.22,45472.7,257677.7,12%,1039.37,36377.95,Dealer_6,166,Pune
29-07-2023,Flats,Sketchers,9,42,2877.15,25%,719.29,30210.18,90630.12,12%,345.26,14500.92,Dealer_2,158,Delhi
29-07-2023,Sneakers,Sketchers,6,43,3199.02,25%,799.76,34389.68,103168.18,12%,383.88,16506.84,Dealer_2,104,Delhi
29-07-2023,Sandals,Paragon,6,24,1480.73,40%,592.29,14214.96,21322.56,12%,177.69,4264.56,Dealer_7,193,Mumbai
29-07-2023,Flats,Nike,10,39,8729,15%,1309.35,51064.65,289366.35,12%,1047.48,40851.72,Dealer_6,153,Pune
29-07-2023,Heels,Bata,7,13,4213.36,30%,1264.01,16432.13,38341.55,12%,505.6,6572.8,Dealer_6,158,Pune
29-07-2023,Boots,Sketchers,7,16,1850.14,25%,462.54,7400.64,22201.6,12%,222.02,3552.32,Dealer_6,135,Pune
29-07-2023,Sneakers,Puma,8,20,4478.62,20%,895.72,17914.4,71658,12%,537.43,10748.6,Dealer_1,104,Delhi
29-07-2023,Flats,Nike,11,29,5252.93,15%,787.94,22850.26,129484.71,12%,630.35,18280.15,Dealer_2,58,Delhi
29-07-2023,Boots,Sketchers,6,46,4041.59,25%,1010.4,46478.4,139434.74,12%,484.99,22309.54,Dealer_6,173,Pune
29-07-2023,Sneakers,Nike,8,15,14322.11,15%,2148.32,32224.8,182606.85,12%,1718.65,25779.75,Dealer_1,141,Delhi
29-07-2023,Flats,Reebok,8,42,3169.3,20%,633.86,26622.12,106488.48,12%,380.32,15973.44,Dealer_7,150,Mumbai
29-07-2023,Flats,Bata,7,16,2325.27,30%,697.58,11161.28,26043.04,12%,279.03,4464.48,Dealer_7,178,Mumbai
30-07-2023,Flats,Metro,7,11,3348.7,30%,1004.61,11050.71,25784.99,12%,401.84,4420.24,Dealer_3,172,Mumbai
30-07-2023,Flats,Nike,8,20,4818.45,15%,722.77,14455.4,81913.6,12%,578.21,11564.2,Dealer_4,70,Haryana
30-07-2023,Flats,Nike,10,24,13612.82,15%,2041.92,49006.08,277701.6,12%,1633.54,39204.96,Dealer_6,86,Pune
30-07-2023,Flats,Paragon,7,42,1790.75,40%,716.3,30084.6,45126.9,12%,214.89,9025.38,Dealer_7,183,Mumbai
30-07-2023,Flats,Bata,8,18,2356.08,30%,706.82,12722.76,29686.68,12%,282.73,5089.14,Dealer_3,160,Mumbai
30-07-2023,Sneakers,Paragon,11,34,1097.78,40%,439.11,14929.74,22394.78,12%,131.73,4478.82,Dealer_6,69,Pune
30-07-2023,Sneakers,Paragon,10,41,743.52,40%,297.41,12193.81,18290.51,12%,89.22,3658.02,Dealer_1,86,Delhi
30-07-2023,Flats,Reebok,9,15,4993.47,20%,998.69,14980.35,59921.7,12%,599.22,8988.3,Dealer_4,130,Haryana
30-07-2023,Sneakers,Reebok,7,14,3680.7,20%,736.14,10305.96,41223.84,12%,441.68,6183.52,Dealer_3,140,Mumbai
30-07-2023,Sneakers,Nike,7,39,6095.33,15%,914.3,35657.7,202060.17,12%,731.44,28526.16,Dealer_4,115,Haryana
30-07-2023,Flats,Bata,10,18,4759.32,30%,1427.8,25700.4,59967.36,12%,571.12,10280.16,Dealer_6,174,Pune
30-07-2023,Sneakers,Bata,8,35,2636.13,30%,790.84,27679.4,64585.15,12%,316.34,11071.9,Dealer_6,83,Pune
31-07-2023,Sandals,Woodland,9,30,4242.1,20%,848.42,25452.6,101810.4,12%,509.05,15271.5,Dealer_6,155,Pune
31-07-2023,Flats,Bata,8,12,3482.45,30%,1044.74,12536.88,29252.52,12%,417.89,5014.68,Dealer_6,64,Pune
31-07-2023,Flats,Puma,10,45,1543.69,20%,308.74,13893.3,55572.75,12%,185.24,8335.8,Dealer_2,124,Delhi
31-07-2023,Sandals,Adidas,9,35,8830.63,15%,1324.59,46360.65,262711.4,12%,1059.68,37088.8,Dealer_2,149,Delhi
31-07-2023,Heels,Bata,10,15,2395.75,30%,718.73,10780.95,25155.3,12%,287.49,4312.35,Dealer_4,186,Haryana
31-07-2023,Heels,Bata,7,15,1721.09,30%,516.33,7744.95,18071.4,12%,206.53,3097.95,Dealer_2,151,Delhi
31-07-2023,Flats,Bata,7,35,2314.88,30%,694.46,24306.1,56714.7,12%,277.79,9722.65,Dealer_3,137,Mumbai
01-08-2023,Sandals,Adidas,10,40,2914.61,15%,437.19,17487.6,99096.8,12%,349.75,13990,Dealer_4,59,Haryana
01-08-2023,Flats,Adidas,9,19,7121.73,15%,1068.26,20296.94,115015.93,12%,854.61,16237.59,Dealer_3,195,Mumbai
01-08-2023,Sneakers,Paragon,11,34,656,40%,262.4,8921.6,13382.4,12%,78.72,2676.48,Dealer_3,160,Mumbai
01-08-2023,Sandals,Adidas,6,23,8944.16,15%,1341.62,30857.26,174858.42,12%,1073.3,24685.9,Dealer_7,158,Mumbai
01-08-2023,Sandals,Sketchers,10,21,1876.16,25%,469.04,9849.84,29549.52,12%,225.14,4727.94,Dealer_1,120,Delhi
01-08-2023,Sandals,Nike,8,38,13455.47,15%,2018.32,76696.16,434611.7,12%,1614.66,61357.08,Dealer_6,104,Pune
01-08-2023,Flats,Sketchers,7,13,1915.99,25%,479,6227,18680.87,12%,229.92,2988.96,Dealer_5,137,Haryana
01-08-2023,Flats,Reebok,7,22,4095.66,20%,819.13,18020.86,72083.66,12%,491.48,10812.56,Dealer_5,173,Haryana
01-08-2023,Sandals,Paragon,10,20,2913.97,40%,1165.59,23311.8,34967.6,12%,349.68,6993.6,Dealer_5,140,Haryana
02-08-2023,Sandals,Nike,9,48,5382.72,15%,807.41,38755.68,219614.88,12%,645.93,31004.64,Dealer_7,198,Mumbai
02-08-2023,Flats,Adidas,8,30,2113.49,15%,317.02,9510.6,53894.1,12%,253.62,7608.6,Dealer_4,87,Haryana
02-08-2023,Sandals,Bata,7,36,2051.21,30%,615.36,22152.96,51690.6,12%,246.15,8861.4,Dealer_7,50,Mumbai
02-08-2023,Sandals,Adidas,10,38,7111.33,15%,1066.7,40534.6,229695.94,12%,853.36,32427.68,Dealer_6,74,Pune
02-08-2023,Sneakers,Adidas,10,22,5361.41,15%,804.21,17692.62,100258.4,12%,643.37,14154.14,Dealer_6,92,Pune
02-08-2023,Flats,Bata,7,32,1839.05,30%,551.72,17655.04,41194.56,12%,220.69,7062.08,Dealer_2,197,Delhi
02-08-2023,Sneakers,Bata,8,11,2207.78,30%,662.33,7285.63,16999.95,12%,264.93,2914.23,Dealer_3,178,Mumbai
02-08-2023,Heels,Nike,10,41,10786.94,15%,1618.04,66339.64,375924.9,12%,1294.43,53071.63,Dealer_4,155,Haryana
03-08-2023,Sandals,Bata,9,37,3092.68,30%,927.8,34328.6,80100.56,12%,371.12,13731.44,Dealer_7,135,Mumbai
03-08-2023,Sneakers,Adidas,8,37,4984.97,15%,747.75,27666.75,156777.14,12%,598.2,22133.4,Dealer_6,91,Pune
03-08-2023,Flats,Bata,8,28,4380.37,30%,1314.11,36795.08,85855.28,12%,525.64,14717.92,Dealer_7,161,Mumbai
03-08-2023,Flats,Reebok,10,49,7627.41,20%,1525.48,74748.52,298994.57,12%,915.29,44849.21,Dealer_2,72,Delhi
03-08-2023,Flats,Nike,6,11,10395.12,15%,1559.27,17151.97,97194.35,12%,1247.41,13721.51,Dealer_5,76,Haryana
03-08-2023,Sandals,Paragon,11,49,2818.07,40%,1127.23,55234.27,82851.16,12%,338.17,16570.33,Dealer_2,163,Delhi
03-08-2023,Flats,Paragon,6,28,2629.26,40%,1051.7,29447.6,44171.68,12%,315.51,8834.28,Dealer_2,107,Delhi
04-08-2023,Flats,Bata,7,22,4425.37,30%,1327.61,29207.42,68150.72,12%,531.04,11682.88,Dealer_2,139,Delhi
04-08-2023,Flats,Bata,8,35,1030.42,30%,309.13,10819.55,25245.15,12%,123.65,4327.75,Dealer_3,107,Mumbai
04-08-2023,Flats,Reebok,8,26,3844.38,20%,768.88,19990.88,79963,12%,461.33,11994.58,Dealer_5,111,Haryana
04-08-2023,Sneakers,Bata,6,10,1104.99,30%,331.5,3315,7734.9,12%,132.6,1326,Dealer_3,182,Mumbai
04-08-2023,Heels,Paragon,9,30,1337.72,40%,535.09,16052.7,24078.9,12%,160.53,4815.9,Dealer_6,160,Pune
04-08-2023,Boots,Paragon,8,22,2040.67,40%,816.27,17957.94,26936.8,12%,244.88,5387.36,Dealer_3,63,Mumbai
04-08-2023,Flats,Paragon,8,18,2848.48,40%,1139.39,20509.02,30763.62,12%,341.82,6152.76,Dealer_3,94,Mumbai
04-08-2023,Sandals,Bata,9,20,2749.61,30%,824.88,16497.6,38494.6,12%,329.95,6599,Dealer_2,82,Delhi
04-08-2023,Flats,Nike,10,46,12411.38,15%,1861.71,85638.66,485284.82,12%,1489.37,68511.02,Dealer_7,116,Mumbai
05-08-2023,Sneakers,Bata,7,15,1373.06,30%,411.92,6178.8,14417.1,12%,164.77,2471.55,Dealer_5,52,Haryana
05-08-2023,Flats,Metro,9,19,1111.27,30%,333.38,6334.22,14779.91,12%,133.35,2533.65,Dealer_7,189,Mumbai
05-08-2023,Sneakers,Paragon,8,11,2355.85,40%,942.34,10365.74,15548.61,12%,282.7,3109.7,Dealer_2,166,Delhi
05-08-2023,Flats,Paragon,11,32,966.39,40%,386.56,12369.92,18554.56,12%,115.97,3711.04,Dealer_6,106,Pune
05-08-2023,Sandals,Adidas,9,25,7810.5,15%,1171.57,29289.25,165973.25,12%,937.26,23431.5,Dealer_3,116,Mumbai
05-08-2023,Flats,Nike,8,15,14219.71,15%,2132.96,31994.4,181301.25,12%,1706.37,25595.55,Dealer_6,55,Pune
05-08-2023,Flats,Paragon,7,17,1647.82,40%,659.13,11205.21,16807.73,12%,197.74,3361.58,Dealer_6,81,Pune
05-08-2023,Sneakers,Adidas,8,26,9156.84,15%,1373.53,35711.78,202366.06,12%,1098.82,28569.32,Dealer_1,69,Delhi
05-08-2023,Sandals,Bata,7,35,1402.69,30%,420.81,14728.35,34365.8,12%,168.32,5891.2,Dealer_1,155,Delhi
05-08-2023,Sneakers,Liberty,10,14,1025.74,40%,410.3,5744.2,8616.16,12%,123.09,1723.26,Dealer_5,146,Haryana
05-08-2023,Sandals,Paragon,8,20,949.52,40%,379.81,7596.2,11394.2,12%,113.94,2278.8,Dealer_1,95,Delhi
05-08-2023,Flats,Paragon,10,48,2637.02,40%,1054.81,50630.88,75946.08,12%,316.44,15189.12,Dealer_2,137,Delhi
06-08-2023,Sandals,Paragon,9,44,512.54,40%,205.02,9020.88,13530.88,12%,61.5,2706,Dealer_6,115,Pune
06-08-2023,Sneakers,Adidas,9,11,6287.63,15%,943.14,10374.54,58789.39,12%,754.52,8299.72,Dealer_6,181,Pune
06-08-2023,Flats,Adidas,7,33,2918.31,15%,437.75,14445.75,81858.48,12%,350.2,11556.6,Dealer_2,57,Delhi
06-08-2023,Sandals,Adidas,7,15,7821.95,15%,1173.29,17599.35,99729.9,12%,938.63,14079.45,Dealer_2,118,Delhi
06-08-2023,Sandals,Liberty,7,15,1371.38,40%,548.55,8228.25,12342.45,12%,164.57,2468.55,Dealer_6,125,Pune
06-08-2023,Sandals,Paragon,9,37,1781.64,40%,712.66,26368.42,39552.26,12%,213.8,7910.6,Dealer_3,99,Mumbai
06-08-2023,Sandals,Adidas,7,27,9694.97,15%,1454.25,39264.75,222499.44,12%,1163.4,31411.8,Dealer_2,199,Delhi
06-08-2023,Flats,Metro,9,29,1662.61,30%,498.78,14464.62,33751.07,12%,199.51,5785.79,Dealer_2,174,Delhi
06-08-2023,Sandals,Bata,8,48,3988.32,30%,1196.5,57432,134007.36,12%,478.6,22972.8,Dealer_3,77,Mumbai
06-08-2023,Flats,Bata,8,22,3268.57,30%,980.57,21572.54,50336,12%,392.23,8629.06,Dealer_3,66,Mumbai
06-08-2023,Sandals,Adidas,6,42,4024.51,15%,603.68,25354.56,143674.86,12%,482.94,20283.48,Dealer_5,125,Haryana
06-08-2023,Flats,Paragon,9,32,1495.77,40%,598.31,19145.92,28718.72,12%,179.49,5743.68,Dealer_2,96,Delhi
06-08-2023,Flats,Bata,8,21,2430.98,30%,729.29,15315.09,35735.49,12%,291.72,6126.12,Dealer_1,105,Delhi
07-08-2023,Sandals,Adidas,11,30,2978.43,15%,446.76,13402.8,75950.1,12%,357.41,10722.3,Dealer_3,52,Mumbai
07-08-2023,Flats,Bata,7,39,3269.88,30%,980.96,38257.44,89267.88,12%,392.39,15303.21,Dealer_3,109,Mumbai
07-08-2023,Flats,Nike,8,28,10221.62,15%,1533.24,42930.72,243274.64,12%,1226.59,34344.52,Dealer_6,105,Pune
07-08-2023,Sneakers,Paragon,8,48,2865.68,40%,1146.27,55020.96,82531.68,12%,343.88,16506.24,Dealer_6,69,Pune
07-08-2023,Flats,Paragon,8,37,1294.46,40%,517.78,19157.86,28737.16,12%,155.34,5747.58,Dealer_3,100,Mumbai
07-08-2023,Boots,Nike,9,41,3561.5,15%,534.22,21903.02,124118.48,12%,427.38,17522.58,Dealer_2,157,Delhi
08-08-2023,Sneakers,Bata,7,48,2307.5,30%,692.25,33228,77532,12%,276.9,13291.2,Dealer_3,110,Mumbai
08-08-2023,Flats,Nike,8,11,10724,15%,1608.6,17694.6,100269.4,12%,1286.88,14155.68,Dealer_6,51,Pune
08-08-2023,Sandals,Reebok,7,35,2222.05,20%,444.41,15554.35,62217.4,12%,266.65,9332.75,Dealer_6,185,Pune
08-08-2023,Sneakers,Bata,10,11,1277.82,30%,383.35,4216.85,9839.17,12%,153.34,1686.74,Dealer_2,156,Delhi
08-08-2023,Flats,Reebok,8,30,6522.15,20%,1304.43,39132.9,156531.6,12%,782.66,23479.8,Dealer_3,70,Mumbai
08-08-2023,Flats,Metro,8,41,3449.28,30%,1034.78,42425.98,98994.5,12%,413.91,16970.31,Dealer_3,126,Mumbai
08-08-2023,Flats,Bata,9,17,4372.3,30%,1311.69,22298.73,52030.37,12%,524.68,8919.56,Dealer_6,76,Pune
09-08-2023,Boots,Nike,6,18,4261.63,15%,639.24,11506.32,65203.02,12%,511.4,9205.2,Dealer_3,161,Mumbai
09-08-2023,Boots,Adidas,6,22,7792.86,15%,1168.93,25716.46,145726.46,12%,935.14,20573.08,Dealer_3,187,Mumbai
09-08-2023,Sneakers,Paragon,6,26,2708.3,40%,1083.32,28166.32,42249.48,12%,325,8450,Dealer_1,78,Delhi
09-08-2023,Sneakers,Reebok,6,26,3975.97,20%,795.19,20674.94,82700.28,12%,477.12,12405.12,Dealer_6,147,Pune
10-08-2023,Flats,Adidas,7,47,5685.55,15%,852.83,40083.01,227137.84,12%,682.27,32066.69,Dealer_2,131,Delhi
10-08-2023,Heels,Adidas,11,47,9102.39,15%,1365.36,64171.92,363640.41,12%,1092.29,51337.63,Dealer_5,164,Haryana
10-08-2023,Flats,Nike,9,43,5886.28,15%,882.94,37966.42,215143.62,12%,706.35,30373.05,Dealer_4,175,Haryana
10-08-2023,Sandals,Bata,11,40,1903.32,30%,571,22840,53292.8,12%,228.4,9136,Dealer_2,125,Delhi
10-08-2023,Flats,Nike,8,45,13026.51,15%,1953.98,87929.1,498263.85,12%,1563.18,70343.1,Dealer_2,102,Delhi
10-08-2023,Flats,Nike,6,41,3723.2,15%,558.48,22897.68,129753.52,12%,446.78,18317.98,Dealer_1,105,Delhi
11-08-2023,Heels,Bata,7,41,1418.14,30%,425.44,17443.04,40700.7,12%,170.18,6977.38,Dealer_2,185,Delhi
11-08-2023,Flats,Bata,11,29,3834.05,30%,1150.22,33356.38,77831.07,12%,460.09,13342.61,Dealer_6,89,Pune
11-08-2023,Heels,Woodland,7,18,3312.71,20%,662.54,11925.72,47703.06,12%,397.53,7155.54,Dealer_3,148,Mumbai
11-08-2023,Sandals,Paragon,9,22,2450.05,40%,980.02,21560.44,32340.66,12%,294.01,6468.22,Dealer_2,67,Delhi
11-08-2023,Sandals,Bata,7,29,4805.98,30%,1441.79,41811.91,97561.51,12%,576.72,16724.88,Dealer_6,76,Pune
11-08-2023,Sneakers,Bata,7,17,1962.25,30%,588.68,10007.56,23350.69,12%,235.47,4002.99,Dealer_4,97,Haryana
11-08-2023,Sandals,Nike,9,43,8431.69,15%,1264.75,54384.25,308178.42,12%,1011.8,43507.4,Dealer_2,80,Delhi
11-08-2023,Flats,Nike,8,37,5544.79,15%,831.72,30773.64,174383.59,12%,665.37,24618.69,Dealer_3,178,Mumbai
11-08-2023,Sandals,Woodland,8,13,4648.04,20%,929.61,12084.93,48339.59,12%,557.76,7250.88,Dealer_3,75,Mumbai
12-08-2023,Flats,Bata,10,37,1775.73,30%,532.72,19710.64,45991.37,12%,213.09,7884.33,Dealer_2,153,Delhi
12-08-2023,Sneakers,Paragon,8,43,2018.62,40%,807.45,34720.35,52080.31,12%,242.23,10415.89,Dealer_6,160,Pune
12-08-2023,Sneakers,Paragon,6,25,2897.43,40%,1158.97,28974.25,43461.5,12%,347.69,8692.25,Dealer_2,79,Delhi
12-08-2023,Sneakers,Nike,9,27,5865.21,15%,879.78,23754.06,134606.61,12%,703.83,19003.41,Dealer_6,75,Pune
12-08-2023,Sandals,Puma,9,35,3655.49,20%,731.1,25588.5,102353.65,12%,438.66,15353.1,Dealer_2,106,Delhi
12-08-2023,Flats,Paragon,8,41,1014.26,40%,405.7,16633.7,24950.96,12%,121.71,4990.11,Dealer_2,138,Delhi
12-08-2023,Flats,Reebok,10,48,3727.87,20%,745.57,35787.36,143150.4,12%,447.34,21472.32,Dealer_1,74,Delhi
12-08-2023,Sneakers,Woodland,10,49,4860.55,20%,972.11,47633.39,190533.56,12%,583.27,28580.23,Dealer_3,111,Mumbai
12-08-2023,Sneakers,Bata,10,14,1666.58,30%,499.97,6999.58,16332.54,12%,199.99,2799.86,Dealer_3,166,Mumbai
12-08-2023,Sneakers,Nike,10,40,8135.07,15%,1220.26,48810.4,276592.4,12%,976.21,39048.4,Dealer_1,95,Delhi
13-08-2023,Sneakers,Adidas,10,10,6752.04,15%,1012.81,10128.1,57392.3,12%,810.24,8102.4,Dealer_4,199,Haryana
13-08-2023,Sneakers,Liberty,7,40,773.46,40%,309.38,12375.2,18563.2,12%,92.82,3712.8,Dealer_1,195,Delhi
13-08-2023,Flats,Reebok,7,43,5018.88,20%,1003.78,43162.54,172649.3,12%,602.27,25897.61,Dealer_7,87,Mumbai
13-08-2023,Flats,Nike,7,29,12646.71,15%,1897.01,55013.29,311741.3,12%,1517.61,44010.69,Dealer_3,165,Mumbai
13-08-2023,Sandals,Paragon,8,44,1143.35,40%,457.34,20122.96,30184.44,12%,137.2,6036.8,Dealer_4,114,Haryana
13-08-2023,Sandals,Bata,6,32,2204.54,30%,661.36,21163.52,49381.76,12%,264.54,8465.28,Dealer_3,182,Mumbai
13-08-2023,Flats,Paragon,9,40,781.9,40%,312.76,12510.4,18765.6,12%,93.83,3753.2,Dealer_6,182,Pune
13-08-2023,Flats,Paragon,6,19,2946.59,40%,1178.64,22394.16,33591.05,12%,353.59,6718.21,Dealer_2,86,Delhi
13-08-2023,Sandals,Liberty,6,25,1943.96,40%,777.58,19439.5,29159.5,12%,233.28,5832,Dealer_7,160,Mumbai
13-08-2023,Sandals,Adidas,10,15,3550.74,15%,532.61,7989.15,45271.95,12%,426.09,6391.35,Dealer_3,77,Mumbai
13-08-2023,Sandals,Paragon,10,44,2748.05,40%,1099.22,48365.68,72548.52,12%,329.77,14509.88,Dealer_4,184,Haryana
13-08-2023,Sneakers,Sketchers,10,32,5495.98,25%,1373.99,43967.68,131903.68,12%,659.52,21104.64,Dealer_3,200,Mumbai
13-08-2023,Sandals,Sketchers,8,22,1684.95,25%,421.24,9267.28,27801.62,12%,202.19,4448.18,Dealer_6,137,Pune
14-08-2023,Sneakers,Bata,8,46,4872.61,30%,1461.78,67241.88,156898.18,12%,584.71,26896.66,Dealer_3,123,Mumbai
14-08-2023,Sneakers,Nike,9,19,8595.81,15%,1289.37,24498.03,138822.36,12%,1031.5,19598.5,Dealer_2,183,Delhi
14-08-2023,Sandals,Paragon,9,20,1259.11,40%,503.64,10072.8,15109.4,12%,151.09,3021.8,Dealer_3,66,Mumbai
14-08-2023,Flats,Reebok,6,39,2245.72,20%,449.14,17516.46,70066.62,12%,269.49,10510.11,Dealer_3,81,Mumbai
14-08-2023,Sneakers,Liberty,8,10,1575.81,40%,630.32,6303.2,9454.9,12%,189.1,1891,Dealer_6,50,Pune
14-08-2023,Sneakers,Sketchers,7,32,5454.25,25%,1363.56,43633.92,130902.08,12%,654.51,20944.32,Dealer_6,193,Pune
14-08-2023,Sneakers,Nike,10,27,4711.73,15%,706.76,19082.52,108134.19,12%,565.41,15266.07,Dealer_7,100,Mumbai
14-08-2023,Sandals,Paragon,6,28,1047.14,40%,418.86,11728.08,17591.84,12%,125.66,3518.48,Dealer_4,140,Haryana
15-08-2023,Flats,Paragon,10,34,1556.41,40%,622.56,21167.04,31750.9,12%,186.77,6350.18,Dealer_2,116,Delhi
15-08-2023,Sandals,Paragon,8,21,1909.77,40%,763.91,16042.11,24063.06,12%,229.17,4812.57,Dealer_6,132,Pune
15-08-2023,Flats,Paragon,7,22,1125.05,40%,450.02,9900.44,14850.66,12%,135.01,2970.22,Dealer_5,191,Haryana
15-08-2023,Boots,Reebok,8,15,3784,20%,756.8,11352,45408,12%,454.08,6811.2,Dealer_6,168,Pune
15-08-2023,Flats,Adidas,8,37,2768.34,15%,415.25,15364.25,87064.33,12%,332.2,12291.4,Dealer_6,163,Pune
15-08-2023,Flats,Bata,9,32,2873.52,30%,862.06,27585.92,64366.72,12%,344.82,11034.24,Dealer_5,169,Haryana
15-08-2023,Sandals,Bata,8,11,4650.23,30%,1395.07,15345.77,35806.76,12%,558.03,6138.33,Dealer_1,157,Delhi
16-08-2023,Flats,Adidas,9,29,8293.06,15%,1243.96,36074.84,204423.9,12%,995.17,28859.93,Dealer_6,181,Pune
16-08-2023,Sandals,Adidas,9,44,9199.3,15%,1379.9,60715.6,344053.6,12%,1103.92,48572.48,Dealer_3,63,Mumbai
16-08-2023,Flats,Bata,7,35,3680.32,30%,1104.1,38643.5,90167.7,12%,441.64,15457.4,Dealer_4,182,Haryana
16-08-2023,Sandals,Nike,6,13,6242.1,15%,936.32,12172.16,68975.14,12%,749.05,9737.65,Dealer_6,77,Pune
17-08-2023,Flats,Nike,8,46,8777.61,15%,1316.64,60565.44,343204.62,12%,1053.31,48452.26,Dealer_3,65,Mumbai
17-08-2023,Sneakers,Paragon,9,42,2348.41,40%,939.36,39453.12,59180.1,12%,281.81,11836.02,Dealer_1,102,Delhi
17-08-2023,Flats,Adidas,9,41,3091.22,15%,463.68,19010.88,107729.14,12%,370.95,15208.95,Dealer_6,89,Pune
17-08-2023,Sandals,Paragon,8,10,2514.04,40%,1005.62,10056.2,15084.2,12%,301.68,3016.8,Dealer_6,101,Pune
17-08-2023,Sneakers,Nike,6,19,10245.49,15%,1536.82,29199.58,165464.73,12%,1229.46,23359.74,Dealer_2,183,Delhi
17-08-2023,Sneakers,Puma,7,16,4105.58,20%,821.12,13137.92,52551.36,12%,492.67,7882.72,Dealer_6,163,Pune
18-08-2023,Sneakers,Nike,8,35,8804.63,15%,1320.69,46224.15,261937.9,12%,1056.56,36979.6,Dealer_2,110,Delhi
18-08-2023,Heels,Paragon,8,49,2203.3,40%,881.32,43184.68,64777.02,12%,264.4,12955.6,Dealer_6,81,Pune
18-08-2023,Sandals,Adidas,10,11,3478.46,15%,521.77,5739.47,32523.59,12%,417.42,4591.62,Dealer_7,111,Mumbai
18-08-2023,Sneakers,Woodland,10,44,3202.11,20%,640.42,28178.48,112714.36,12%,384.25,16907,Dealer_4,124,Haryana
18-08-2023,Sandals,Paragon,7,47,1732.41,40%,692.96,32569.12,48854.15,12%,207.89,9770.83,Dealer_6,120,Pune
18-08-2023,Sandals,Bata,10,16,2855.85,30%,856.76,13708.16,31985.44,12%,342.7,5483.2,Dealer_5,87,Haryana
18-08-2023,Sneakers,Reebok,8,17,5385.25,20%,1077.05,18309.85,73239.4,12%,646.23,10985.91,Dealer_1,198,Delhi
18-08-2023,Sandals,Nike,10,49,8333.75,15%,1250.06,61252.94,347100.81,12%,1000.05,49002.45,Dealer_3,85,Mumbai
18-08-2023,Sandals,Paragon,8,27,522.8,40%,209.12,5646.24,8469.36,12%,62.74,1693.98,Dealer_2,141,Delhi
19-08-2023,Heels,Woodland,7,32,7415.3,20%,1483.06,47457.92,189831.68,12%,889.84,28474.88,Dealer_6,149,Pune
19-08-2023,Flats,Nike,7,19,7222.4,15%,1083.36,20583.84,116641.76,12%,866.69,16467.11,Dealer_7,194,Mumbai
19-08-2023,Sandals,Bata,10,18,2113.36,30%,634.01,11412.18,26628.3,12%,253.6,4564.8,Dealer_7,127,Mumbai
19-08-2023,Sandals,Nike,10,40,7518.27,15%,1127.74,45109.6,255621.2,12%,902.19,36087.6,Dealer_4,96,Haryana
19-08-2023,Flats,Paragon,9,43,1148.07,40%,459.23,19746.89,29620.12,12%,137.77,5924.11,Dealer_7,132,Mumbai
19-08-2023,Flats,Paragon,8,47,2043.69,40%,817.48,38421.56,57631.87,12%,245.24,11526.28,Dealer_3,67,Mumbai
19-08-2023,Sneakers,Nike,10,20,5780.45,15%,867.07,17341.4,98267.6,12%,693.65,13873,Dealer_6,77,Pune
